frame,n,p50_us,p95_us,p99_us,max_us,over,temp_c,cur_khz,volt_uv,curr_ua,power_mw,aud_q,aud_under,aud_over
3480,60,3628,3730,3810,3810,0,33,408000,4084000,,,10275,0,0
3540,60,3631,3747,3814,3814,0,33,408000,4083000,,,11028,0,0
3600,60,3607,3697,3723,3723,0,33,408000,4082000,,,11795,0,0
3660,60,3612,3685,3780,3780,0,33,408000,4084000,,,10528,0,0
3720,60,3601,3681,3741,3741,0,33,408000,4082000,,,11324,0,0
3780,60,3617,3718,3820,3820,0,34,408000,4083000,,,12134,0,0
3840,60,3621,3728,3835,3835,0,33,408000,4081000,,,10910,0,0
3900,60,3617,3717,3756,3756,0,33,408000,4083000,,,11748,0,0
3960,60,3609,3707,3742,3742,0,33,408000,4082000,,,10553,0,0
4020,60,3619,3755,3839,3839,0,33,408000,4083000,,,11413,0,3
4080,60,3617,3836,4049,4049,0,33,408000,4072000,,,12259,0,5
4140,60,3649,4054,4387,4387,0,33,408000,4081000,,,11042,0,11
4200,60,3639,4288,4529,4529,0,33,408000,4083000,,,11859,0,15
4260,60,3662,4486,4800,4800,0,33,408000,4079000,,,12662,0,18
4320,60,4987,6743,7082,7082,0,33,600000,4079000,,,11402,0,24
4380,60,5497,7228,7361,7361,0,33,600000,4076000,,,12176,0,21
4440,60,5526,7299,7492,7492,0,33,600000,4078000,,,12936,0,23
4500,60,5829,7401,8183,8183,0,33,600000,4076000,,,11634,0,29
4560,60,5595,7163,7342,7342,0,33,408000,4082000,,,12365,0,28
4620,60,5818,7333,7592,7592,0,34,600000,4077000,,,13083,0,31
4680,60,5695,7361,7407,7407,0,33,600000,4081000,,,11738,0,32
4740,60,5538,7391,8466,8466,0,33,408000,4074000,,,12427,0,29
4800,60,5446,6859,7426,7426,0,33,600000,4078000,,,13101,0,28
4860,60,5641,7120,7394,7394,0,33,408000,4078000,,,11714,0,17
4920,60,5204,7121,7211,7211,0,33,600000,4078000,,,12367,0,0
4980,60,5201,7069,7273,7273,0,33,600000,4077000,,,10986,0,0
5040,60,5434,7041,9311,9311,0,33,600000,4066000,,,11668,0,0
5100,60,5399,7309,7438,7438,0,34,408000,4076000,,,12364,0,0
5160,60,5329,7192,7304,7304,0,33,600000,4078000,,,11026,0,0
5220,60,5344,7185,7273,7273,0,33,600000,4076000,,,11751,0,0
5280,60,5337,7219,7426,7426,0,33,600000,4078000,,,10441,0,0
5340,60,5407,7187,7489,7489,0,33,600000,4076000,,,11194,0,0
5397,57,5414,6797,28415,28415,1,32,600000,4072000,,,0,38,0
# total_frames=5397 over_budget=1 budget_us=16742
