t,clock,temp,cap
17321,408000,34197,53
17322,408000,34197,53
17323,408000,34331,53
17324,408000,34331,53
17325,408000,34532,53
17326,408000,34331,53
17328,408000,34264,53
17328,408000,34063,53
17330,408000,33862,53
17330,408000,34331,53
17332,408000,34197,53
17332,408000,34197,53
17334,408000,34197,53
17334,408000,34197,53
17336,408000,34264,53
17336,408000,34264,53
17338,408000,33862,53
17339,408000,34398,53
17340,408000,34063,53
17341,408000,34599,53
17342,408000,34532,53
17343,408000,34532,53
17344,408000,33929,53
17345,408000,33929,53
17346,408000,34197,53
17347,408000,34063,53
17349,408000,34197,53
17349,408000,34666,53
17351,408000,34130,53
17351,408000,33661,53
17353,408000,34398,53
17353,408000,34867,53
17355,408000,34063,53
17356,408000,33661,53
17357,408000,34197,53
17358,408000,34197,53
17359,408000,34130,53
17360,408000,34197,53
17361,408000,34532,53
17362,408000,34063,53
17363,408000,34197,53
17364,408000,34331,53
17365,408000,33795,53
17366,408000,34331,53
17367,408000,34800,53
17368,408000,34130,53
17370,408000,34264,53
17370,408000,34465,53
17372,408000,34264,53
17372,408000,34398,53
17374,408000,33795,53
17375,408000,34465,53
17376,408000,34599,53
17377,408000,34130,53
17378,408000,34197,53
17379,408000,33728,53
17380,408000,33929,53
17381,408000,34398,53
17382,408000,34331,53
17383,408000,34197,53
17384,408000,33929,53
17385,408000,34063,53
17386,408000,34666,53
17387,408000,34264,53
17388,408000,34733,53
17389,408000,34398,53
17390,408000,34465,53
17392,408000,34264,53
17393,408000,34599,53
17394,408000,33929,53
17395,408000,34599,53
17396,408000,34331,53
17397,408000,34331,53
17398,408000,34264,53
17399,408000,34398,53
17400,408000,34264,53
17401,408000,34398,53
17402,408000,34197,53
17403,408000,34331,53
17404,408000,34130,53
17405,408000,34264,53
17406,408000,34599,53
17407,408000,34666,53
17409,408000,33862,53
17409,408000,34264,53
17411,408000,34465,53
17411,408000,34063,53
17413,408000,33996,53
17414,408000,34599,53
17415,408000,34398,53
17416,408000,34331,53
17417,408000,34264,53
17418,408000,34197,53
